freq	enc	angle	speed	surge_r	surge_i	sway_r	sway_i	heave_r	heave_i	roll_r	roll_i	pitch_r	pitch_i	yaw_r	yaw_i	surge_d	sway_d	yaw_d
 1.181	 0.914	  20.0	 2.000	 0.042	-0.075	-0.015	 0.001	 0.079	 0.060	-0.000	-0.000	 0.030	-0.041	-0.001	-0.001	3.19850e+04	-5.11494e+04	7.15854e+05
 1.181	 0.935	  30.0	 2.000	 0.040	-0.108	-0.013	-0.002	 0.025	 0.063	-0.019	 0.010	 0.026	-0.063	 0.001	-0.004	4.38114e+04	-1.00779e+05	8.00682e+05
 1.181	 0.963	  40.0	 2.000	 0.022	-0.118	 0.005	-0.003	-0.055	 0.061	-0.049	 0.029	 0.005	-0.070	 0.003	-0.009	4.78831e+04	-1.69647e+05	3.43533e+05
 1.181	 0.998	  50.0	 2.000	-0.010	-0.062	 0.036	-0.003	-0.131	 0.048	-0.070	 0.050	-0.025	-0.033	-0.002	-0.010	2.80483e+04	-2.61333e+05	-7.73699e+05
 1.181	 1.039	  60.0	 2.000	-0.029	 0.062	 0.069	-0.027	-0.138	 0.012	-0.058	 0.060	-0.030	 0.051	-0.023	-0.008	4.94918e+04	-3.26241e+05	-4.70512e+05
 1.181	 1.084	  70.0	 2.000	-0.013	 0.167	 0.091	-0.104	-0.034	-0.084	-0.012	 0.049	 0.014	 0.120	-0.052	-0.011	1.05536e+05	-3.47977e+05	2.81882e+06
 1.181	 1.131	  80.0	 2.000	 0.019	 0.142	 0.120	-0.229	 0.117	-0.235	 0.021	 0.028	 0.055	 0.094	-0.057	-0.019	2.04498e+04	-4.86726e+05	1.29993e+06
 1.181	 1.181	  90.0	 2.000	 0.019	 0.003	 0.156	-0.309	 0.183	-0.330	 0.007	 0.014	 0.027	 0.008	-0.012	-0.016	-2.67705e+04	-6.05381e+05	-4.50738e+05
 1.181	 1.230	 100.0	 2.000	-0.015	-0.108	 0.159	-0.258	 0.139	-0.278	-0.027	 0.013	-0.045	-0.044	 0.051	 0.011	-2.38494e+04	-5.81730e+05	1.89645e+06
 1.181	 1.278	 110.0	 2.000	-0.039	-0.103	 0.096	-0.115	 0.076	-0.114	-0.032	 0.019	-0.079	-0.032	 0.075	 0.039	-7.52391e+04	-5.32552e+05	-2.79917e+06
 1.181	 1.323	 120.0	 2.000	-0.029	-0.028	 0.009	 0.005	 0.048	 0.029	-0.004	 0.023	-0.051	-0.003	 0.050	 0.041	-3.72874e+04	-4.43100e+05	-4.68575e+06
 1.181	 1.364	 130.0	 2.000	-0.002	 0.029	-0.045	 0.050	 0.046	 0.084	 0.024	 0.019	-0.005	 0.004	 0.011	 0.021	7.05882e+02	-3.61782e+05	-1.35100e+06
 1.181	 1.399	 140.0	 2.000	 0.017	 0.042	-0.050	 0.037	 0.040	 0.073	 0.031	 0.012	 0.023	-0.008	-0.012	 0.000	-1.25712e+04	-2.80939e+05	1.40771e+05
 1.181	 1.427	 150.0	 2.000	 0.023	 0.030	-0.031	 0.014	 0.023	 0.044	 0.022	 0.005	 0.028	-0.020	-0.016	-0.009	-2.50971e+04	-1.84039e+05	2.48279e+05
 1.181	 1.448	 160.0	 2.000	 0.020	 0.016	-0.012	 0.001	 0.005	 0.021	 0.010	 0.001	 0.023	-0.025	-0.012	-0.009	-2.26349e+04	-1.01865e+05	2.58977e+05
 1.181	 1.461	 170.0	 2.000	 0.017	 0.007	-0.003	-0.002	-0.008	 0.009	 0.003	 0.000	 0.017	-0.026	-0.005	-0.005	-1.63579e+04	-4.40355e+04	1.83325e+05
 1.181	 1.465	 180.0	 2.000	 0.015	 0.004	-0.000	 0.000	-0.012	 0.006	 0.000	 0.000	 0.015	-0.026	 0.000	-0.000	-1.37143e+04	-8.77815e-02	-2.39368e+01
 1.181	 1.461	 190.0	 2.000	 0.017	 0.007	 0.003	 0.002	-0.008	 0.009	-0.003	-0.000	 0.017	-0.026	 0.005	 0.005	-1.63597e+04	4.40331e+04	-1.83364e+05
 1.181	 1.448	 200.0	 2.000	 0.020	 0.016	 0.012	-0.001	 0.005	 0.021	-0.010	-0.001	 0.023	-0.025	 0.012	 0.009	-2.26383e+04	1.01863e+05	-2.59022e+05
 1.181	 1.427	 210.0	 2.000	 0.023	 0.030	 0.031	-0.014	 0.023	 0.044	-0.022	-0.005	 0.028	-0.020	 0.016	 0.009	-2.51013e+04	1.84036e+05	-2.48368e+05
 1.181	 1.399	 220.0	 2.000	 0.017	 0.042	 0.050	-0.037	 0.040	 0.073	-0.031	-0.012	 0.023	-0.008	 0.012	-0.000	-1.25764e+04	2.80938e+05	-1.40911e+05
 1.181	 1.364	 230.0	 2.000	-0.002	 0.029	 0.045	-0.050	 0.046	 0.084	-0.024	-0.019	-0.005	 0.004	-0.011	-0.021	6.98545e+02	3.61781e+05	1.35060e+06
 1.181	 1.323	 240.0	 2.000	-0.029	-0.028	-0.009	-0.005	 0.048	 0.029	 0.004	-0.023	-0.051	-0.003	-0.050	-0.041	-3.72932e+04	4.43096e+05	4.68518e+06
 1.181	 1.278	 250.0	 2.000	-0.039	-0.103	-0.096	 0.115	 0.076	-0.114	 0.032	-0.019	-0.079	-0.032	-0.075	-0.039	-7.52404e+04	5.32552e+05	2.79916e+06
 1.181	 1.230	 260.0	 2.000	-0.015	-0.108	-0.159	 0.258	 0.139	-0.278	 0.027	-0.013	-0.045	-0.044	-0.051	-0.011	-2.38515e+04	5.81731e+05	-1.89641e+06
 1.181	 1.181	 -90.0	 4.000	 0.018	 0.002	-0.155	 0.306	 0.186	-0.332	-0.010	-0.012	 0.025	 0.007	 0.009	 0.016	-5.95587e+04	6.45017e+05	1.55592e+06
 1.181	 1.082	 -80.0	 4.000	 0.014	 0.158	-0.132	 0.230	 0.114	-0.263	-0.026	-0.027	 0.040	 0.110	 0.056	 0.019	6.85837e+03	4.49904e+05	-1.12346e+06
 1.181	 0.986	 -70.0	 4.000	-0.031	 0.196	-0.106	 0.105	-0.035	-0.197	 0.012	-0.057	-0.029	 0.126	 0.057	 0.011	7.09051e+04	3.27245e+05	8.07022e+05
 1.181	 0.897	 -60.0	 4.000	-0.043	 0.070	-0.080	 0.027	-0.111	-0.106	 0.079	-0.083	-0.050	 0.032	 0.031	 0.010	-1.19580e+04	3.71429e+05	5.09937e+06
 1.181	 0.815	 -50.0	 4.000	-0.003	-0.090	-0.042	-0.000	-0.138	-0.034	 0.117	-0.078	-0.004	-0.038	 0.010	 0.013	1.49959e+03	2.82895e+05	2.46790e+06
 1.181	 0.745	 -40.0	 4.000	 0.046	-0.173	-0.007	-0.004	-0.102	 0.007	 0.101	-0.046	 0.036	-0.047	 0.001	 0.011	1.08561e+04	1.94397e+05	8.31988e+05
 1.181	 0.688	 -30.0	 4.000	 0.073	-0.170	 0.014	-0.008	-0.046	 0.037	 0.052	-0.010	 0.046	-0.030	-0.001	 0.004	-2.37174e+03	1.27163e+05	2.52576e+05
 1.181	 0.647	 -20.0	 4.000	 0.077	-0.126	 0.019	-0.010	-0.005	 0.057	 0.008	 0.010	 0.038	-0.013	-0.002	-0.001	-6.91074e+03	6.74725e+04	-4.77554e+04
 1.181	 0.621	 -10.0	 4.000	 0.071	-0.086	 0.013	-0.007	 0.016	 0.067	-0.008	 0.010	 0.029	-0.003	-0.001	-0.002	-5.44370e+03	2.59055e+04	-8.09054e+04
 1.181	 0.612	   0.0	 4.000	 0.067	-0.071	-0.000	 0.000	 0.022	 0.069	 0.000	-0.000	 0.025	 0.000	 0.000	-0.000	-4.42856e+03	1.86049e+00	1.43838e+01
 1.181	 0.621	  10.0	 4.000	 0.071	-0.086	-0.013	 0.007	 0.016	 0.067	 0.008	-0.010	 0.029	-0.003	 0.001	 0.002	-5.44430e+03	-2.59043e+04	8.09689e+04
 1.181	 0.647	  20.0	 4.000	 0.077	-0.126	-0.019	 0.010	-0.005	 0.057	-0.008	-0.010	 0.038	-0.013	 0.002	 0.001	-6.91198e+03	-6.74709e+04	4.78014e+04
 1.181	 0.688	  30.0	 4.000	 0.073	-0.170	-0.014	 0.008	-0.046	 0.037	-0.052	 0.010	 0.046	-0.030	 0.001	-0.004	-2.37315e+03	-1.27162e+05	-2.52634e+05
 1.181	 0.745	  40.0	 4.000	 0.046	-0.173	 0.007	 0.004	-0.102	 0.007	-0.101	 0.046	 0.036	-0.047	-0.001	-0.011	1.08556e+04	-1.94396e+05	-8.32140e+05
 1.181	 0.815	  50.0	 4.000	-0.003	-0.090	 0.042	 0.000	-0.138	-0.034	-0.117	 0.078	-0.004	-0.038	-0.010	-0.013	1.49936e+03	-2.82887e+05	-2.46791e+06
 1.181	 0.897	  60.0	 4.000	-0.043	 0.070	 0.080	-0.027	-0.111	-0.106	-0.079	 0.083	-0.050	 0.032	-0.031	-0.010	-1.19632e+04	-3.71418e+05	-5.09948e+06
 1.181	 0.986	  70.0	 4.000	-0.031	 0.196	 0.106	-0.105	-0.035	-0.197	-0.012	 0.057	-0.029	 0.126	-0.057	-0.011	7.09007e+04	-3.27247e+05	-8.07741e+05
 1.181	 1.082	  80.0	 4.000	 0.014	 0.158	 0.132	-0.230	 0.114	-0.263	 0.026	 0.027	 0.040	 0.110	-0.056	-0.019	6.85911e+03	-4.49905e+05	1.12323e+06
 1.181	 1.181	  90.0	 4.000	 0.018	 0.002	 0.155	-0.306	 0.186	-0.332	 0.010	 0.012	 0.025	 0.007	-0.009	-0.016	-5.95566e+04	-6.45016e+05	-1.55590e+06
 1.181	 1.280	 100.0	 4.000	-0.015	-0.099	 0.149	-0.252	 0.122	-0.270	-0.025	 0.014	-0.047	-0.039	 0.050	 0.007	-5.03765e+04	-6.47104e+05	1.00318e+06
 1.181	 1.375	 110.0	 4.000	-0.034	-0.086	 0.091	-0.111	 0.057	-0.107	-0.031	 0.019	-0.070	-0.020	 0.072	 0.032	-1.01023e+05	-6.26124e+05	-4.96845e+06
 1.181	 1.465	 120.0	 4.000	-0.023	-0.022	 0.013	 0.004	 0.038	 0.018	-0.006	 0.019	-0.039	 0.002	 0.048	 0.036	-5.87848e+04	-5.20247e+05	-7.12909e+06
 1.181	 1.546	 130.0	 4.000	-0.001	 0.022	-0.035	 0.046	 0.037	 0.060	 0.018	 0.014	-0.002	 0.002	 0.010	 0.020	-1.47312e+04	-4.23255e+05	-3.42735e+06
 1.181	 1.616	 140.0	 4.000	 0.013	 0.031	-0.042	 0.035	 0.031	 0.051	 0.024	 0.008	 0.016	-0.009	-0.011	 0.002	-1.70543e+04	-3.30035e+05	-1.42471e+06
 1.181	 1.673	 150.0	 4.000	 0.016	 0.022	-0.028	 0.013	 0.017	 0.029	 0.017	 0.003	 0.018	-0.016	-0.015	-0.006	-2.01042e+04	-2.18182e+05	-7.33051e+05
 1.181	 1.715	 160.0	 4.000	 0.014	 0.011	-0.012	 0.001	 0.003	 0.013	 0.008	 0.001	 0.013	-0.018	-0.011	-0.007	-1.11151e+04	-1.24074e+05	-3.21348e+05
 1.181	 1.741	 170.0	 4.000	 0.011	 0.005	-0.003	-0.002	-0.005	 0.006	 0.003	 0.000	 0.009	-0.018	-0.005	-0.004	-8.72678e+02	-5.54388e+04	-9.87685e+04
 1.181	 1.749	 180.0	 4.000	 0.010	 0.003	-0.000	 0.000	-0.008	 0.003	 0.000	 0.000	 0.008	-0.017	 0.000	-0.000	3.10579e+03	-2.81776e-01	-2.73200e+01
 1.181	 1.741	 190.0	 4.000	 0.011	 0.005	 0.003	 0.002	-0.005	 0.006	-0.003	-0.000	 0.009	-0.018	 0.005	 0.004	-8.74567e+02	5.54361e+04	9.87244e+04
 1.181	 1.715	 200.0	 4.000	 0.014	 0.011	 0.012	-0.001	 0.003	 0.013	-0.008	-0.001	 0.013	-0.018	 0.011	 0.007	-1.11188e+04	1.24072e+05	3.21295e+05
 1.181	 1.673	 210.0	 4.000	 0.016	 0.022	 0.028	-0.013	 0.017	 0.029	-0.017	-0.003	 0.018	-0.016	 0.015	 0.006	-2.01090e+04	2.18179e+05	7.32951e+05
 1.181	 1.616	 220.0	 4.000	 0.013	 0.031	 0.042	-0.035	 0.031	 0.051	-0.024	-0.008	 0.016	-0.009	 0.011	-0.002	-1.70601e+04	3.30034e+05	1.42455e+06
 1.181	 1.546	 230.0	 4.000	-0.001	 0.022	 0.035	-0.046	 0.037	 0.060	-0.018	-0.014	-0.002	 0.002	-0.010	-0.020	-1.47389e+04	4.23253e+05	3.42696e+06
 1.181	 1.465	 240.0	 4.000	-0.023	-0.022	-0.013	-0.004	 0.038	 0.018	 0.006	-0.019	-0.039	 0.002	-0.048	-0.036	-5.87905e+04	5.20244e+05	7.12856e+06
 1.181	 1.375	 250.0	 4.000	-0.034	-0.086	-0.091	 0.111	 0.057	-0.107	 0.031	-0.019	-0.070	-0.020	-0.072	-0.032	-1.01024e+05	6.26123e+05	4.96843e+06
 1.181	 1.280	 260.0	 4.000	-0.015	-0.099	-0.149	 0.252	 0.122	-0.270	 0.025	-0.014	-0.047	-0.039	-0.050	-0.007	-5.03782e+04	6.47105e+05	-1.00312e+06
 1.181	 1.181	 -90.0	 6.000	 0.018	 0.002	-0.154	 0.303	 0.192	-0.335	-0.012	-0.011	 0.023	 0.005	 0.007	 0.017	-8.97888e+04	6.87900e+05	2.64179e+06
 1.181	 1.033	 -80.0	 6.000	 0.007	 0.172	-0.141	 0.232	 0.131	-0.317	-0.033	-0.026	 0.020	 0.118	 0.054	 0.019	2.52200e+03	4.17020e+05	-1.32732e+06
 1.181	 0.889	 -70.0	 6.000	-0.046	 0.224	-0.118	 0.108	 0.098	-0.245	 0.010	-0.071	-0.061	 0.103	 0.063	 0.011	1.51593e+04	3.91738e+05	5.43682e+06
 1.181	 0.754	 -60.0	 6.000	-0.053	 0.087	-0.096	 0.029	-0.036	-0.104	 0.120	-0.127	-0.048	 0.010	 0.047	 0.012	-5.89520e+04	4.44996e+05	8.85115e+06
 1.181	 0.633	 -50.0	 6.000	-0.001	-0.139	-0.078	-0.010	-0.102	-0.056	 0.256	-0.152	 0.007	-0.034	 0.028	 0.017	-1.38199e+04	3.21498e+05	4.42416e+06
 1.181	 0.528	 -40.0	 6.000	 0.080	-0.325	-0.082	-0.036	-0.085	-0.021	 0.404	-0.110	 0.039	-0.031	 0.015	 0.013	4.21040e+03	2.32289e+05	2.52770e+06
 1.181	 0.442	 -30.0	 6.000	 0.153	-0.392	-0.176	-0.223	-0.046	 0.013	 0.788	 0.445	 0.042	-0.016	 0.017	 0.015	5.42936e+04	1.45189e+05	1.95714e+06
 1.181	 0.379	 -20.0	 6.000	 0.197	-0.355	 0.085	 0.001	-0.017	 0.037	-0.144	-0.062	 0.032	-0.004	-0.021	-0.008	-1.64260e+04	8.37675e+04	8.07624e+05
 1.181	 0.341	 -10.0	 6.000	 0.210	-0.281	 0.014	 0.007	-0.001	 0.050	 0.001	-0.049	 0.023	 0.003	-0.012	-0.010	-1.67595e+04	3.49988e+04	1.43733e+05
 1.181	 0.328	   0.0	 6.000	 0.212	-0.246	 0.000	-0.000	 0.003	 0.053	-0.000	 0.000	 0.020	 0.004	-0.000	 0.000	-1.58274e+04	9.64028e-01	7.14055e+01
 1.181	 0.341	  10.0	 6.000	 0.210	-0.281	-0.014	-0.007	-0.001	 0.050	-0.001	 0.049	 0.023	 0.003	 0.012	 0.010	-1.67601e+04	-3.49984e+04	-1.43715e+05
 1.181	 0.379	  20.0	 6.000	 0.197	-0.355	-0.085	-0.001	-0.017	 0.037	 0.144	 0.062	 0.032	-0.004	 0.021	 0.008	-1.64272e+04	-8.37657e+04	-8.07506e+05
 1.181	 0.442	  30.0	 6.000	 0.153	-0.392	 0.176	 0.223	-0.046	 0.013	-0.788	-0.445	 0.042	-0.016	-0.017	-0.015	5.42905e+04	-1.45194e+05	-1.95624e+06
 1.181	 0.528	  40.0	 6.000	 0.080	-0.325	 0.082	 0.036	-0.085	-0.021	-0.404	 0.110	 0.039	-0.031	-0.015	-0.013	4.20906e+03	-2.32290e+05	-2.52794e+06
 1.181	 0.633	  50.0	 6.000	-0.001	-0.139	 0.078	 0.010	-0.102	-0.056	-0.256	 0.152	 0.007	-0.034	-0.028	-0.017	-1.38199e+04	-3.21482e+05	-4.42391e+06
 1.181	 0.754	  60.0	 6.000	-0.053	 0.087	 0.096	-0.029	-0.036	-0.104	-0.120	 0.127	-0.048	 0.010	-0.047	-0.012	-5.89568e+04	-4.44977e+05	-8.85096e+06
 1.181	 0.889	  70.0	 6.000	-0.046	 0.224	 0.118	-0.108	 0.098	-0.245	-0.010	 0.071	-0.061	 0.103	-0.063	-0.011	1.51513e+04	-3.91740e+05	-5.43745e+06
 1.181	 1.033	  80.0	 6.000	 0.007	 0.172	 0.141	-0.232	 0.131	-0.317	 0.033	 0.026	 0.020	 0.118	-0.054	-0.019	2.52310e+03	-4.17024e+05	1.32700e+06
 1.181	 1.181	  90.0	 6.000	 0.018	 0.002	 0.154	-0.303	 0.192	-0.335	 0.012	 0.011	 0.023	 0.005	-0.007	-0.017	-8.97866e+04	-6.87900e+05	-2.64176e+06
 1.181	 1.329	 100.0	 6.000	-0.016	-0.092	 0.138	-0.245	 0.107	-0.262	-0.024	 0.014	-0.049	-0.034	 0.049	 0.004	-7.69862e+04	-7.20231e+05	-3.44677e+05
 1.181	 1.472	 110.0	 6.000	-0.030	-0.073	 0.084	-0.107	 0.044	-0.098	-0.029	 0.018	-0.062	-0.012	 0.068	 0.026	-1.32157e+05	-7.28787e+05	-7.85442e+06
 1.181	 1.607	 120.0	 6.000	-0.018	-0.018	 0.016	 0.002	 0.031	 0.014	-0.007	 0.016	-0.030	 0.003	 0.045	 0.030	-9.02750e+04	-6.08733e+05	-1.01009e+07
 1.181	 1.729	 130.0	 6.000	-0.001	 0.017	-0.027	 0.042	 0.031	 0.048	 0.014	 0.011	-0.000	 0.000	 0.010	 0.018	-3.75051e+04	-4.93922e+05	-5.93869e+06
 1.181	 1.834	 140.0	 6.000	 0.010	 0.023	-0.035	 0.033	 0.024	 0.039	 0.020	 0.006	 0.012	-0.008	-0.010	 0.004	-2.69085e+04	-3.84744e+05	-3.25146e+06
 1.181	 1.919	 150.0	 6.000	 0.012	 0.016	-0.024	 0.013	 0.013	 0.022	 0.014	 0.002	 0.013	-0.013	-0.013	-0.004	-2.00234e+04	-2.57607e+05	-1.89953e+06
 1.181	 1.982	 160.0	 6.000	 0.010	 0.008	-0.011	 0.002	 0.002	 0.010	 0.007	 0.001	 0.009	-0.014	-0.010	-0.005	-3.46427e+03	-1.50521e+05	-1.04782e+06
 1.181	 2.021	 170.0	 6.000	 0.008	 0.004	-0.003	-0.001	-0.005	 0.004	 0.002	 0.000	 0.006	-0.013	-0.004	-0.003	1.17373e+04	-6.89736e+04	-4.59954e+05
 1.181	 2.034	 180.0	 6.000	 0.007	 0.002	-0.000	 0.000	-0.007	 0.002	-0.000	-0.000	 0.005	-0.012	 0.000	-0.000	1.74451e+04	-4.00357e-01	-3.11671e+01
 1.181	 2.021	 190.0	 6.000	 0.008	 0.004	 0.003	 0.001	-0.005	 0.004	-0.002	-0.000	 0.006	-0.013	 0.004	 0.003	1.17354e+04	6.89707e+04	4.59913e+05
 1.181	 1.982	 200.0	 6.000	 0.010	 0.008	 0.011	-0.002	 0.002	 0.010	-0.007	-0.001	 0.009	-0.014	 0.010	 0.005	-3.46811e+03	1.50518e+05	1.04778e+06
 1.181	 1.919	 210.0	 6.000	 0.012	 0.016	 0.024	-0.013	 0.013	 0.022	-0.014	-0.002	 0.013	-0.013	 0.013	 0.004	-2.00285e+04	2.57605e+05	1.89944e+06
 1.181	 1.834	 220.0	 6.000	 0.010	 0.023	 0.035	-0.033	 0.024	 0.039	-0.020	-0.006	 0.012	-0.008	 0.010	-0.004	-2.69148e+04	3.84742e+05	3.25129e+06
 1.181	 1.729	 230.0	 6.000	-0.001	 0.017	 0.027	-0.042	 0.031	 0.048	-0.014	-0.011	-0.000	 0.000	-0.010	-0.018	-3.75128e+04	4.93921e+05	5.93832e+06
 1.181	 1.607	 240.0	 6.000	-0.018	-0.018	-0.016	-0.002	 0.031	 0.014	 0.007	-0.016	-0.030	 0.003	-0.045	-0.030	-9.02812e+04	6.08729e+05	1.01004e+07
 1.181	 1.472	 250.0	 6.000	-0.030	-0.073	-0.084	 0.107	 0.044	-0.098	 0.029	-0.018	-0.062	-0.012	-0.068	-0.026	-1.32159e+05	7.28786e+05	7.85443e+06
 1.181	 1.329	 260.0	 6.000	-0.016	-0.092	-0.138	 0.245	 0.107	-0.262	 0.024	-0.014	-0.049	-0.034	-0.049	-0.004	-7.69873e+04	7.20234e+05	3.44766e+05
 1.181	 1.181	 -90.0	 8.000	 0.017	 0.001	-0.152	 0.300	 0.200	-0.338	-0.015	-0.009	 0.021	 0.003	 0.004	 0.018	-1.20475e+05	7.33996e+05	3.69658e+06
 1.181	 0.983	 -80.0	 8.000	 0.001	 0.185	-0.148	 0.235	 0.197	-0.362	-0.044	-0.025	 0.001	 0.115	 0.053	 0.019	-4.45330e+02	4.03329e+05	-1.69130e+06
 1.181	 0.792	 -70.0	 8.000	-0.055	 0.265	-0.125	 0.117	 0.170	-0.177	 0.002	-0.093	-0.068	 0.078	 0.071	 0.011	-4.90756e+04	4.86348e+05	1.10098e+07
 1.181	 0.612	 -60.0	 8.000	-0.069	 0.128	-0.138	 0.036	-0.016	-0.085	 0.228	-0.242	-0.040	 0.000	 0.076	 0.012	-8.33402e+04	5.07518e+05	1.26664e+07
 1.181	 0.450	 -50.0	 8.000	-0.002	-0.264	-0.568	-0.429	-0.084	-0.058	 1.941	 0.383	 0.013	-0.031	 0.127	 0.037	5.78437e+05	3.20494e+05	1.17480e+07
 1.181	 0.310	 -40.0	 8.000	 0.207	-0.920	 0.329	-0.331	-0.075	-0.028	-0.488	 0.231	 0.040	-0.026	 0.015	 0.050	-3.55380e+04	2.84570e+05	4.05549e+06
 1.181	 0.196	 -30.0	 8.000	 0.722	-1.974	 0.331	-0.349	-0.042	 0.008	-0.155	-0.006	 0.041	-0.013	-0.033	 0.014	-3.62488e+04	1.86482e+05	2.92520e+06
 1.181	 0.112	 -20.0	 8.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	0.00000e+00	0.00000e+00	0.00000e+00
 1.181	 0.061	 -10.0	 8.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	0.00000e+00	0.00000e+00	0.00000e+00
 1.181	 0.044	   0.0	 8.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	0.00000e+00	0.00000e+00	0.00000e+00
 1.181	 0.061	  10.0	 8.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	0.00000e+00	0.00000e+00	0.00000e+00
 1.181	 0.112	  20.0	 8.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	0.00000e+00	0.00000e+00	0.00000e+00
 1.181	 0.196	  30.0	 8.000	 0.722	-1.974	-0.331	 0.349	-0.042	 0.008	 0.155	 0.006	 0.041	-0.013	 0.033	-0.014	-3.62511e+04	-1.86477e+05	-2.92505e+06
 1.181	 0.310	  40.0	 8.000	 0.207	-0.920	-0.329	 0.331	-0.075	-0.028	 0.488	-0.231	 0.040	-0.026	-0.015	-0.050	-3.55395e+04	-2.84558e+05	-4.05419e+06
 1.181	 0.450	  50.0	 8.000	-0.002	-0.264	 0.568	 0.429	-0.084	-0.058	-1.941	-0.383	 0.013	-0.031	-0.127	-0.037	5.78434e+05	-3.20435e+05	-1.17434e+07
 1.181	 0.612	  60.0	 8.000	-0.069	 0.128	 0.138	-0.036	-0.016	-0.085	-0.228	 0.242	-0.040	 0.000	-0.076	-0.012	-8.33444e+04	-5.07479e+05	-1.26653e+07
 1.181	 0.792	  70.0	 8.000	-0.055	 0.265	 0.125	-0.117	 0.170	-0.177	-0.002	 0.093	-0.068	 0.078	-0.071	-0.011	-4.90854e+04	-4.86350e+05	-1.10103e+07
 1.181	 0.983	  80.0	 8.000	 0.001	 0.185	 0.148	-0.235	 0.197	-0.362	 0.044	 0.025	 0.001	 0.115	-0.053	-0.019	-4.43875e+02	-4.03335e+05	1.69085e+06
 1.181	 1.181	  90.0	 8.000	 0.017	 0.001	 0.152	-0.300	 0.200	-0.338	 0.015	 0.009	 0.021	 0.003	-0.004	-0.018	-1.20473e+05	-7.33996e+05	-3.69657e+06
 1.181	 1.378	 100.0	 8.000	-0.016	-0.085	 0.128	-0.238	 0.093	-0.255	-0.022	 0.015	-0.050	-0.030	 0.048	 0.000	-1.07959e+05	-8.04530e+05	-2.21721e+06
 1.181	 1.570	 110.0	 8.000	-0.027	-0.063	 0.077	-0.103	 0.036	-0.089	-0.027	 0.018	-0.055	-0.007	 0.064	 0.021	-1.71484e+05	-8.43000e+05	-1.14601e+07
 1.181	 1.749	 120.0	 8.000	-0.015	-0.015	 0.018	 0.000	 0.027	 0.012	-0.008	 0.014	-0.025	 0.003	 0.041	 0.025	-1.30100e+05	-7.08115e+05	-1.35216e+07
 1.181	 1.912	 130.0	 8.000	-0.000	 0.014	-0.020	 0.038	 0.026	 0.040	 0.011	 0.008	 0.000	-0.001	 0.010	 0.016	-6.53721e+04	-5.72832e+05	-8.80547e+06
 1.181	 2.052	 140.0	 8.000	 0.008	 0.018	-0.029	 0.030	 0.019	 0.032	 0.016	 0.004	 0.010	-0.007	-0.008	 0.004	-4.04811e+04	-4.44901e+05	-5.30185e+06
 1.181	 2.166	 150.0	 8.000	 0.009	 0.013	-0.021	 0.012	 0.010	 0.018	 0.012	 0.002	 0.010	-0.010	-0.012	-0.002	-2.25659e+04	-3.01663e+05	-3.22804e+06
 1.181	 2.249	 160.0	 8.000	 0.008	 0.007	-0.010	 0.002	 0.001	 0.008	 0.006	 0.001	 0.007	-0.011	-0.008	-0.004	2.56976e+03	-1.80288e+05	-1.88740e+06
 1.181	 2.301	 170.0	 8.000	 0.006	 0.003	-0.003	-0.001	-0.004	 0.003	 0.002	 0.000	 0.005	-0.010	-0.004	-0.002	2.33623e+04	-8.41695e+04	-8.78423e+05
 1.181	 2.318	 180.0	 8.000	 0.005	 0.002	-0.000	 0.000	-0.006	 0.002	-0.000	-0.000	 0.004	-0.009	 0.000	-0.000	3.09713e+04	-5.17130e-01	-3.57037e+01
 1.181	 2.301	 190.0	 8.000	 0.006	 0.003	 0.003	 0.001	-0.004	 0.003	-0.002	-0.000	 0.005	-0.010	 0.004	 0.002	2.33604e+04	8.41663e+04	8.78380e+05
 1.181	 2.249	 200.0	 8.000	 0.008	 0.007	 0.010	-0.002	 0.001	 0.008	-0.006	-0.001	 0.007	-0.011	 0.008	 0.004	2.56604e+03	1.80285e+05	1.88735e+06
 1.181	 2.166	 210.0	 8.000	 0.009	 0.013	 0.021	-0.012	 0.010	 0.018	-0.012	-0.002	 0.010	-0.010	 0.012	 0.002	-2.25710e+04	3.01660e+05	3.22796e+06
 1.181	 2.052	 220.0	 8.000	 0.008	 0.018	 0.029	-0.030	 0.019	 0.032	-0.016	-0.004	 0.010	-0.007	 0.008	-0.004	-4.04875e+04	4.44899e+05	5.30167e+06
 1.181	 1.912	 230.0	 8.000	-0.000	 0.014	 0.020	-0.038	 0.026	 0.040	-0.011	-0.008	 0.000	-0.001	-0.010	-0.016	-6.53798e+04	5.72830e+05	8.80513e+06
 1.181	 1.749	 240.0	 8.000	-0.015	-0.015	-0.018	-0.000	 0.027	 0.012	 0.008	-0.014	-0.025	 0.003	-0.041	-0.025	-1.30107e+05	7.08110e+05	1.35211e+07
