NACA 16-006 (6% thick, max at 45% chord)
   1.0000000   0.0000000
   0.9997483   0.0000001
   0.9989933   0.0000010
   0.9977360   0.0000051
   0.9959774   0.0000160
   0.9937194   0.0000387
   0.9909643   0.0000796
   0.9877149   0.0001459
   0.9839744   0.0002458
   0.9797465   0.0003882
   0.9750356   0.0005824
   0.9698463   0.0008379
   0.9641840   0.0011639
   0.9580542   0.0015693
   0.9514633   0.0020622
   0.9444177   0.0026492
   0.9369247   0.0033310
   0.9289917   0.0041027
   0.9206268   0.0049546
   0.9118383   0.0058714
   0.9026351   0.0068321
   0.8930265   0.0078110
   0.8830222   0.0087978
   0.8726322   0.0097932
   0.8618670   0.0107993
   0.8507374   0.0118197
   0.8392547   0.0128574
   0.8274304   0.0139078
   0.8152763   0.0149628
   0.8028048   0.0160139
   0.7900285   0.0170519
   0.7769600   0.0180710
   0.7636127   0.0190675
   0.7500000   0.0200377
   0.7361355   0.0209781
   0.7220333   0.0218859
   0.7077075   0.0227585
   0.6931726   0.0235935
   0.6784431   0.0243868
   0.6635340   0.0251319
   0.6484602   0.0258222
   0.6332369   0.0264532
   0.6178795   0.0270269
   0.6024033   0.0275468
   0.5868241   0.0280165
   0.5711574   0.0284370
   0.5554191   0.0288083
   0.5396250   0.0291305
   0.5237910   0.0294031
   0.5079330   0.0296252
   0.4920670   0.0297959
   0.4762090   0.0299151
   0.4603750   0.0299830
   0.4445809   0.0300003
   0.4288426   0.0299692
   0.4131759   0.0298947
   0.3975967   0.0297822
   0.3821205   0.0296350
   0.3667631   0.0294521
   0.3515398   0.0292321
   0.3364660   0.0289741
   0.3215569   0.0286800
   0.3068274   0.0283526
   0.2922925   0.0279944
   0.2779667   0.0276048
   0.2638645   0.0271800
   0.2500000   0.0267170
   0.2363873   0.0262149
   0.2230400   0.0256787
   0.2099715   0.0251147
   0.1971952   0.0245290
   0.1847237   0.0239249
   0.1725696   0.0233015
   0.1607453   0.0226579
   0.1492626   0.0219939
   0.1381330   0.0213091
   0.1273678   0.0206011
   0.1169778   0.0198680
   0.1069735   0.0191096
   0.0973649   0.0183270
   0.0881617   0.0175250
   0.0793732   0.0167129
   0.0710083   0.0158990
   0.0630753   0.0150784
   0.0555823   0.0142375
   0.0485367   0.0133692
   0.0419458   0.0124770
   0.0358160   0.0115753
   0.0301537   0.0106797
   0.0249644   0.0098052
   0.0202535   0.0089424
   0.0160256   0.0080156
   0.0122851   0.0069913
   0.0090357   0.0059666
   0.0062806   0.0051642
   0.0040226   0.0037369
   0.0022640   0.0019104
   0.0010067   0.0006900
   0.0002517   0.0001388
   0.0000000   0.0000000
   0.0002517  -0.0001388
   0.0010067  -0.0006900
   0.0022640  -0.0019104
   0.0040226  -0.0037369
   0.0062806  -0.0051642
   0.0090357  -0.0059666
   0.0122851  -0.0069913
   0.0160256  -0.0080156
   0.0202535  -0.0089424
   0.0249644  -0.0098052
   0.0301537  -0.0106797
   0.0358160  -0.0115753
   0.0419458  -0.0124770
   0.0485367  -0.0133692
   0.0555823  -0.0142375
   0.0630753  -0.0150784
   0.0710083  -0.0158990
   0.0793732  -0.0167129
   0.0881617  -0.0175250
   0.0973649  -0.0183270
   0.1069735  -0.0191096
   0.1169778  -0.0198680
   0.1273678  -0.0206011
   0.1381330  -0.0213091
   0.1492626  -0.0219939
   0.1607453  -0.0226579
   0.1725696  -0.0233015
   0.1847237  -0.0239249
   0.1971952  -0.0245290
   0.2099715  -0.0251147
   0.2230400  -0.0256787
   0.2363873  -0.0262149
   0.2500000  -0.0267170
   0.2638645  -0.0271800
   0.2779667  -0.0276048
   0.2922925  -0.0279944
   0.3068274  -0.0283526
   0.3215569  -0.0286800
   0.3364660  -0.0289741
   0.3515398  -0.0292321
   0.3667631  -0.0294521
   0.3821205  -0.0296350
   0.3975967  -0.0297822
   0.4131759  -0.0298947
   0.4288426  -0.0299692
   0.4445809  -0.0300003
   0.4603750  -0.0299830
   0.4762090  -0.0299151
   0.4920670  -0.0297959
   0.5079330  -0.0296252
   0.5237910  -0.0294031
   0.5396250  -0.0291305
   0.5554191  -0.0288083
   0.5711574  -0.0284370
   0.5868241  -0.0280165
   0.6024033  -0.0275468
   0.6178795  -0.0270269
   0.6332369  -0.0264532
   0.6484602  -0.0258222
   0.6635340  -0.0251319
   0.6784431  -0.0243868
   0.6931726  -0.0235935
   0.7077075  -0.0227585
   0.7220333  -0.0218859
   0.7361355  -0.0209781
   0.7500000  -0.0200377
   0.7636127  -0.0190675
   0.7769600  -0.0180710
   0.7900285  -0.0170519
   0.8028048  -0.0160139
   0.8152763  -0.0149628
   0.8274304  -0.0139078
   0.8392547  -0.0128574
   0.8507374  -0.0118197
   0.8618670  -0.0107993
   0.8726322  -0.0097932
   0.8830222  -0.0087978
   0.8930265  -0.0078110
   0.9026351  -0.0068321
   0.9118383  -0.0058714
   0.9206268  -0.0049546
   0.9289917  -0.0041027
   0.9369247  -0.0033310
   0.9444177  -0.0026492
   0.9514633  -0.0020622
   0.9580542  -0.0015693
   0.9641840  -0.0011639
   0.9698463  -0.0008379
   0.9750356  -0.0005824
   0.9797465  -0.0003882
   0.9839744  -0.0002458
   0.9877149  -0.0001459
   0.9909643  -0.0000796
   0.9937194  -0.0000387
   0.9959774  -0.0000160
   0.9977360  -0.0000051
   0.9989933  -0.0000010
   0.9997483  -0.0000001
   1.0000000  -0.0000000
